timestamp,ward_id,ward_name,aqi,pm25,pm10,no2,so2,co,o3,temperature,humidity,wind_speed,wind_direction,boundary_layer_h,precipitation,hour,day_of_week,month,is_weekend,is_industrial,source
2025-12-30 13:00:00,wazirpur,Wazirpur,195.0,95.2,167.7,30.8,9.7,2.18,26.2,66.6,20.0,3.6,13.4,803.0,0.01,13,1,12,0,1,historical_backfill
2025-12-30 14:00:00,wazirpur,Wazirpur,206.6,107.8,178.2,37.4,9.0,3.12,44.4,62.1,20.0,2.5,158.0,985.0,0.0,14,1,12,0,1,historical_backfill
2025-12-30 15:00:00,wazirpur,Wazirpur,186.0,115.6,154.1,31.9,9.9,1.75,49.0,69.0,20.0,6.0,220.2,798.0,0.02,15,1,12,0,1,historical_backfill
2025-12-30 16:00:00,wazirpur,Wazirpur,173.2,98.8,156.5,26.5,8.5,1.11,34.5,66.3,20.0,5.9,228.6,857.0,0.0,16,1,12,0,1,historical_backfill
2025-12-30 17:00:00,wazirpur,Wazirpur,195.4,114.7,163.7,35.5,11.1,2.38,25.3,69.7,20.0,6.7,196.4,1035.0,0.16,17,1,12,0,1,historical_backfill
2025-12-30 18:00:00,wazirpur,Wazirpur,229.1,128.3,187.3,40.2,10.5,2.57,43.9,68.1,20.0,4.8,264.6,1131.0,0.08,18,1,12,0,1,historical_backfill
2025-12-30 19:00:00,wazirpur,Wazirpur,197.9,99.1,160.2,41.4,13.0,2.24,36.9,68.2,20.0,4.9,297.5,1218.0,0.02,19,1,12,0,1,historical_backfill
2025-12-30 20:00:00,wazirpur,Wazirpur,218.5,122.8,184.2,39.8,12.1,2.38,54.9,66.0,20.0,5.2,285.0,1279.0,0.08,20,1,12,0,1,historical_backfill
2025-12-30 21:00:00,wazirpur,Wazirpur,188.0,117.6,156.1,37.9,10.6,2.66,37.7,68.7,20.0,4.8,29.3,1105.0,0.08,21,1,12,0,1,historical_backfill
2025-12-30 22:00:00,wazirpur,Wazirpur,200.7,104.6,168.0,37.7,13.0,2.67,38.7,68.6,20.0,3.5,20.3,1271.0,0.01,22,1,12,0,1,historical_backfill
2025-12-30 23:00:00,wazirpur,Wazirpur,194.3,107.6,147.8,30.8,9.0,2.47,41.1,70.9,20.0,3.6,188.3,1495.0,0.03,23,1,12,0,1,historical_backfill
2025-12-31 00:00:00,wazirpur,Wazirpur,197.0,125.9,157.8,31.3,8.7,1.73,36.1,60.5,20.0,4.0,111.4,388.0,0.08,0,2,12,0,1,historical_backfill
2025-12-31 01:00:00,wazirpur,Wazirpur,184.9,113.5,165.6,32.6,9.1,2.13,43.9,60.1,20.0,3.4,303.2,239.0,0.03,1,2,12,0,1,historical_backfill
2025-12-31 02:00:00,wazirpur,Wazirpur,181.3,99.8,154.7,30.4,10.3,1.86,40.7,62.8,20.0,4.6,222.5,188.0,0.02,2,2,12,0,1,historical_backfill
2025-12-31 03:00:00,wazirpur,Wazirpur,175.7,109.0,151.4,37.4,10.8,2.16,34.3,62.4,20.0,4.8,76.7,456.0,0.02,3,2,12,0,1,historical_backfill
2025-12-31 04:00:00,wazirpur,Wazirpur,161.3,100.7,138.0,37.2,5.3,1.42,43.4,64.0,20.0,0.5,228.0,391.0,0.01,4,2,12,0,1,historical_backfill
2025-12-31 05:00:00,wazirpur,Wazirpur,141.1,81.5,128.9,23.9,11.2,1.6,42.3,62.5,20.0,2.7,31.9,439.0,0.01,5,2,12,0,1,historical_backfill
2025-12-31 06:00:00,wazirpur,Wazirpur,177.6,92.1,153.5,31.4,8.4,2.32,48.3,62.7,20.0,3.1,222.6,270.0,0.02,6,2,12,0,1,historical_backfill
2025-12-31 07:00:00,wazirpur,Wazirpur,231.7,119.5,197.3,46.5,9.6,2.8,49.0,59.2,20.0,2.1,135.8,485.0,0.01,7,2,12,0,1,historical_backfill
2025-12-31 08:00:00,wazirpur,Wazirpur,222.9,122.5,207.2,40.5,9.4,3.13,42.0,62.3,20.0,2.2,232.5,462.0,0.04,8,2,12,0,1,historical_backfill
2025-12-31 09:00:00,wazirpur,Wazirpur,229.5,124.3,189.6,38.2,10.7,2.63,30.4,63.6,20.0,4.5,353.7,626.0,0.17,9,2,12,0,1,historical_backfill
2025-12-31 10:00:00,wazirpur,Wazirpur,223.7,127.0,178.4,40.8,12.7,2.18,42.0,63.7,20.0,2.4,182.7,520.0,0.01,10,2,12,0,1,historical_backfill
2025-12-31 11:00:00,wazirpur,Wazirpur,166.8,93.9,175.2,22.0,8.0,1.88,38.5,66.8,20.0,4.7,214.4,503.0,0.02,11,2,12,0,1,historical_backfill
2025-12-31 12:00:00,wazirpur,Wazirpur,206.9,116.8,168.6,37.7,10.0,2.83,41.3,66.3,20.0,2.8,59.1,757.0,0.08,12,2,12,0,1,historical_backfill
2025-12-31 13:00:00,wazirpur,Wazirpur,189.8,112.0,158.3,40.7,8.1,1.61,49.4,64.2,20.0,3.5,323.8,933.0,0.12,13,2,12,0,1,historical_backfill
2025-12-31 14:00:00,wazirpur,Wazirpur,164.1,78.4,153.2,31.2,7.4,2.16,61.8,66.6,20.0,2.8,89.5,815.0,0.07,14,2,12,0,1,historical_backfill
2025-12-31 15:00:00,wazirpur,Wazirpur,180.4,105.9,168.8,30.2,8.2,2.0,49.7,68.4,20.0,5.0,195.4,873.0,0.01,15,2,12,0,1,historical_backfill
2025-12-31 16:00:00,wazirpur,Wazirpur,186.4,107.8,157.8,35.0,7.1,2.97,42.4,67.0,20.0,4.2,254.6,1022.0,0.01,16,2,12,0,1,historical_backfill
2025-12-31 17:00:00,wazirpur,Wazirpur,196.1,108.7,165.6,39.2,14.9,2.51,35.7,66.8,20.0,2.6,1.7,949.0,0.04,17,2,12,0,1,historical_backfill
2025-12-31 18:00:00,wazirpur,Wazirpur,210.4,113.0,198.9,36.6,7.5,2.45,36.8,62.0,20.0,3.2,209.0,1170.0,0.05,18,2,12,0,1,historical_backfill
2025-12-31 19:00:00,wazirpur,Wazirpur,207.9,113.0,176.7,38.2,9.0,2.54,32.9,69.0,20.0,3.7,68.6,1147.0,0.04,19,2,12,0,1,historical_backfill
2025-12-31 20:00:00,wazirpur,Wazirpur,219.0,99.2,199.2,45.7,6.8,2.53,35.1,65.2,20.0,1.8,9.1,1375.0,0.01,20,2,12,0,1,historical_backfill
2025-12-31 21:00:00,wazirpur,Wazirpur,220.7,115.6,188.8,39.1,12.0,2.33,35.1,67.8,20.0,2.1,308.1,1214.0,0.06,21,2,12,0,1,historical_backfill
2025-12-31 22:00:00,wazirpur,Wazirpur,197.8,111.4,153.1,40.2,9.5,2.22,48.6,67.2,20.0,1.2,224.7,1361.0,0.03,22,2,12,0,1,historical_backfill
2025-12-31 23:00:00,wazirpur,Wazirpur,198.8,109.1,165.0,42.5,14.3,2.59,35.1,68.1,20.0,3.7,98.0,1370.0,0.02,23,2,12,0,1,historical_backfill
2026-01-01 00:00:00,wazirpur,Wazirpur,231.6,129.4,208.7,50.0,13.6,2.23,26.6,16.8,62.0,4.3,29.8,127.0,0.05,0,3,1,0,1,historical_backfill
2026-01-01 01:00:00,wazirpur,Wazirpur,238.8,124.3,209.9,34.2,16.1,2.77,36.9,18.7,66.3,1.2,18.5,506.0,0.02,1,3,1,0,1,historical_backfill
2026-01-01 02:00:00,wazirpur,Wazirpur,217.7,119.5,206.3,36.1,14.5,2.82,33.7,19.9,70.3,4.4,130.0,143.0,0.0,2,3,1,0,1,historical_backfill
2026-01-01 03:00:00,wazirpur,Wazirpur,219.3,118.8,199.2,40.1,12.6,2.82,48.4,21.0,58.8,4.4,176.2,393.0,0.01,3,3,1,0,1,historical_backfill
2026-01-01 04:00:00,wazirpur,Wazirpur,242.0,124.5,218.3,43.4,13.5,2.91,36.0,21.1,57.2,3.6,82.8,354.0,0.01,4,3,1,0,1,historical_backfill
2026-01-01 05:00:00,wazirpur,Wazirpur,227.0,125.9,197.9,31.2,10.0,3.04,44.2,20.1,51.3,4.4,8.8,458.0,0.14,5,3,1,0,1,historical_backfill
2026-01-01 06:00:00,wazirpur,Wazirpur,281.0,150.4,255.8,62.1,13.3,3.24,43.5,23.0,55.2,2.9,127.7,472.0,0.02,6,3,1,0,1,historical_backfill
2026-01-01 07:00:00,wazirpur,Wazirpur,238.4,121.5,189.8,46.3,11.6,2.61,54.6,18.8,70.8,5.9,184.6,486.0,0.01,7,3,1,0,1,historical_backfill
2026-01-01 08:00:00,wazirpur,Wazirpur,274.0,162.1,226.1,45.2,14.6,3.12,37.7,20.8,47.6,5.8,32.9,780.0,0.1,8,3,1,0,1,historical_backfill
2026-01-01 09:00:00,wazirpur,Wazirpur,277.1,161.1,225.3,50.4,10.4,2.95,39.4,18.8,52.8,3.5,79.3,598.0,0.1,9,3,1,0,1,historical_backfill
2026-01-01 10:00:00,wazirpur,Wazirpur,283.9,152.2,253.8,54.5,17.9,3.58,28.7,22.2,68.1,4.7,251.1,751.0,0.06,10,3,1,0,1,historical_backfill
2026-01-01 11:00:00,wazirpur,Wazirpur,249.0,130.3,203.4,47.3,13.3,3.11,33.3,21.3,67.5,1.3,353.2,614.0,0.05,11,3,1,0,1,historical_backfill
2026-01-01 12:00:00,wazirpur,Wazirpur,260.5,145.3,240.4,46.4,13.6,3.31,35.4,20.7,61.9,5.1,24.2,697.0,0.04,12,3,1,0,1,historical_backfill
2026-01-01 13:00:00,wazirpur,Wazirpur,245.4,130.8,207.0,34.0,13.7,3.27,21.9,21.1,51.3,3.2,286.1,748.0,0.0,13,3,1,0,1,historical_backfill
2026-01-01 14:00:00,wazirpur,Wazirpur,262.2,149.4,221.7,56.4,11.0,2.69,28.2,22.1,62.2,3.1,76.7,935.0,0.0,14,3,1,0,1,historical_backfill
2026-01-01 15:00:00,wazirpur,Wazirpur,259.4,142.4,223.7,45.5,14.4,3.33,37.7,23.7,52.9,4.0,11.7,970.0,0.08,15,3,1,0,1,historical_backfill
2026-01-01 16:00:00,wazirpur,Wazirpur,238.9,126.0,224.7,42.8,9.1,2.91,30.7,24.5,56.2,2.8,4.2,811.0,0.0,16,3,1,0,1,historical_backfill
2026-01-01 17:00:00,wazirpur,Wazirpur,258.5,133.4,224.2,48.9,12.9,2.93,32.0,22.3,79.7,3.5,252.9,1028.0,0.02,17,3,1,0,1,historical_backfill
2026-01-01 18:00:00,wazirpur,Wazirpur,271.6,141.4,227.5,57.9,14.9,3.09,37.4,26.2,67.2,3.6,255.3,1035.0,0.1,18,3,1,0,1,historical_backfill
2026-01-01 19:00:00,wazirpur,Wazirpur,297.8,171.4,250.8,60.2,15.7,4.23,27.3,24.1,50.3,2.7,284.3,1148.0,0.04,19,3,1,0,1,historical_backfill
2026-01-01 20:00:00,wazirpur,Wazirpur,314.9,173.5,269.1,59.7,13.7,3.7,15.2,24.8,62.8,2.8,124.5,1357.0,0.02,20,3,1,0,1,historical_backfill
2026-01-01 21:00:00,wazirpur,Wazirpur,268.2,163.5,226.7,57.2,10.1,3.05,39.6,24.7,64.3,1.6,227.4,1187.0,0.06,21,3,1,0,1,historical_backfill
2026-01-01 22:00:00,wazirpur,Wazirpur,249.4,137.0,226.1,47.6,11.7,3.22,12.3,26.9,47.0,3.0,349.0,1188.0,0.01,22,3,1,0,1,historical_backfill
2026-01-01 23:00:00,wazirpur,Wazirpur,232.1,125.5,172.1,43.0,11.1,3.16,42.0,22.1,55.1,4.3,60.3,1318.0,0.09,23,3,1,0,1,historical_backfill
2026-01-02 00:00:00,wazirpur,Wazirpur,270.6,146.8,227.7,48.3,13.5,3.47,33.4,19.5,59.2,3.6,15.0,100.0,0.01,0,4,1,0,1,historical_backfill
2026-01-02 01:00:00,wazirpur,Wazirpur,248.5,140.3,209.6,50.2,8.2,3.86,28.2,19.1,53.5,4.5,242.4,188.0,0.1,1,4,1,0,1,historical_backfill
2026-01-02 02:00:00,wazirpur,Wazirpur,262.0,145.3,227.1,59.2,13.0,3.2,42.2,20.8,69.8,4.5,141.8,186.0,0.05,2,4,1,0,1,historical_backfill
2026-01-02 03:00:00,wazirpur,Wazirpur,251.4,136.3,217.8,52.4,13.7,3.12,21.4,17.0,69.2,4.4,274.4,320.0,0.09,3,4,1,0,1,historical_backfill
2026-01-02 04:00:00,wazirpur,Wazirpur,237.7,122.0,184.8,50.8,10.2,2.55,19.0,17.9,50.9,6.0,223.0,501.0,0.03,4,4,1,0,1,historical_backfill
2026-01-02 05:00:00,wazirpur,Wazirpur,236.9,130.1,187.5,35.0,14.7,2.3,54.9,21.0,67.0,4.4,258.5,526.0,0.01,5,4,1,0,1,historical_backfill
2026-01-02 06:00:00,wazirpur,Wazirpur,255.4,134.4,213.7,37.5,12.6,2.77,25.6,20.2,71.8,4.9,257.8,343.0,0.02,6,4,1,0,1,historical_backfill
2026-01-02 07:00:00,wazirpur,Wazirpur,251.0,142.5,235.5,46.3,12.9,2.73,46.1,19.9,56.2,3.6,227.9,562.0,0.09,7,4,1,0,1,historical_backfill
2026-01-02 08:00:00,wazirpur,Wazirpur,282.2,144.0,260.9,44.6,12.7,3.17,38.9,19.8,69.3,2.5,224.6,628.0,0.03,8,4,1,0,1,historical_backfill
2026-01-02 09:00:00,wazirpur,Wazirpur,271.6,153.0,245.6,57.0,10.5,3.34,44.5,17.3,62.3,3.5,49.1,570.0,0.03,9,4,1,0,1,historical_backfill
2026-01-02 10:00:00,wazirpur,Wazirpur,317.7,179.3,289.6,55.3,15.5,3.64,20.1,19.7,47.7,3.6,24.3,623.0,0.08,10,4,1,0,1,historical_backfill
2026-01-02 11:00:00,wazirpur,Wazirpur,253.8,156.5,201.7,39.5,14.1,3.63,32.5,24.8,61.5,2.5,344.7,804.0,0.01,11,4,1,0,1,historical_backfill
2026-01-02 12:00:00,wazirpur,Wazirpur,225.0,117.9,206.1,46.0,12.5,2.37,35.0,24.0,63.3,7.0,32.1,839.0,0.07,12,4,1,0,1,historical_backfill
2026-01-02 13:00:00,wazirpur,Wazirpur,239.9,124.8,195.5,42.0,12.2,3.09,29.2,18.7,78.7,1.8,185.6,849.0,0.24,13,4,1,0,1,historical_backfill
2026-01-02 14:00:00,wazirpur,Wazirpur,264.6,146.2,223.7,52.2,12.6,3.26,36.1,20.9,68.1,3.2,62.5,824.0,0.06,14,4,1,0,1,historical_backfill
2026-01-02 15:00:00,wazirpur,Wazirpur,257.8,143.4,248.7,44.9,11.6,3.25,14.0,22.6,57.5,2.0,24.5,956.0,0.17,15,4,1,0,1,historical_backfill
2026-01-02 16:00:00,wazirpur,Wazirpur,247.1,128.4,208.3,38.4,13.6,3.42,45.0,22.4,73.0,3.7,354.1,966.0,0.01,16,4,1,0,1,historical_backfill
2026-01-02 17:00:00,wazirpur,Wazirpur,228.4,120.6,194.3,37.5,8.4,3.01,41.2,27.7,53.6,3.2,319.2,913.0,0.02,17,4,1,0,1,historical_backfill
2026-01-02 18:00:00,wazirpur,Wazirpur,294.4,157.3,219.1,50.3,15.5,3.09,32.0,23.4,63.3,3.7,163.6,1003.0,0.09,18,4,1,0,1,historical_backfill
2026-01-02 19:00:00,wazirpur,Wazirpur,285.9,150.3,215.4,49.2,12.5,2.75,33.7,24.1,68.2,1.8,157.5,1218.0,0.0,19,4,1,0,1,historical_backfill
2026-01-02 20:00:00,wazirpur,Wazirpur,288.6,164.7,248.9,58.5,17.6,3.47,25.1,24.9,53.5,6.5,15.0,1214.0,0.0,20,4,1,0,1,historical_backfill
2026-01-02 21:00:00,wazirpur,Wazirpur,260.9,153.9,210.0,40.3,14.4,3.48,30.3,23.4,62.6,2.4,275.2,1350.0,0.05,21,4,1,0,1,historical_backfill
2026-01-02 22:00:00,wazirpur,Wazirpur,221.5,132.5,194.9,42.1,15.4,2.46,45.3,24.7,64.5,5.8,292.2,1351.0,0.05,22,4,1,0,1,historical_backfill
2026-01-02 23:00:00,wazirpur,Wazirpur,233.1,118.0,177.3,32.2,12.8,2.84,32.8,24.2,63.4,3.3,232.5,1436.0,0.1,23,4,1,0,1,historical_backfill
2026-01-03 00:00:00,wazirpur,Wazirpur,237.1,140.1,199.9,47.1,13.3,2.53,40.3,18.7,61.8,3.4,261.4,191.0,0.09,0,5,1,1,1,historical_backfill
2026-01-03 01:00:00,wazirpur,Wazirpur,243.6,142.6,184.3,44.2,15.8,3.11,38.3,20.1,56.2,4.2,166.2,229.0,0.08,1,5,1,1,1,historical_backfill
2026-01-03 02:00:00,wazirpur,Wazirpur,206.4,109.4,162.1,38.5,13.2,2.04,30.5,17.7,56.5,2.3,259.9,100.0,0.11,2,5,1,1,1,historical_backfill
2026-01-03 03:00:00,wazirpur,Wazirpur,235.9,125.2,202.7,38.3,16.2,2.74,37.4,17.5,76.5,6.3,217.3,452.0,0.02,3,5,1,1,1,historical_backfill
2026-01-03 04:00:00,wazirpur,Wazirpur,229.5,135.2,187.3,46.0,12.8,1.92,43.5,18.3,54.8,2.2,79.4,386.0,0.05,4,5,1,1,1,historical_backfill
2026-01-03 05:00:00,wazirpur,Wazirpur,258.6,133.6,215.6,47.9,15.2,3.01,43.7,15.6,50.4,4.0,130.4,464.0,0.02,5,5,1,1,1,historical_backfill
2026-01-03 06:00:00,wazirpur,Wazirpur,223.9,120.2,195.1,39.3,14.0,2.35,37.2,20.2,59.2,0.5,262.6,484.0,0.07,6,5,1,1,1,historical_backfill
2026-01-03 07:00:00,wazirpur,Wazirpur,275.6,152.6,222.5,45.1,14.5,3.24,25.7,18.3,57.2,5.9,279.6,548.0,0.0,7,5,1,1,1,historical_backfill
2026-01-03 08:00:00,wazirpur,Wazirpur,266.1,132.3,213.9,49.1,13.5,3.4,34.2,20.2,55.3,4.8,353.3,508.0,0.01,8,5,1,1,1,historical_backfill
2026-01-03 09:00:00,wazirpur,Wazirpur,261.3,146.5,212.4,45.5,12.2,2.97,38.9,19.8,68.5,7.5,41.3,693.0,0.0,9,5,1,1,1,historical_backfill
2026-01-03 10:00:00,wazirpur,Wazirpur,284.8,146.5,241.4,49.0,18.3,3.95,23.2,19.6,59.8,5.6,165.3,706.0,0.0,10,5,1,1,1,historical_backfill
2026-01-03 11:00:00,wazirpur,Wazirpur,244.5,128.3,190.5,44.5,11.5,3.09,38.1,21.2,60.7,2.4,327.3,732.0,0.01,11,5,1,1,1,historical_backfill
2026-01-03 12:00:00,wazirpur,Wazirpur,292.2,146.1,250.8,54.4,17.3,3.86,35.1,23.1,57.3,1.7,250.5,812.0,0.08,12,5,1,1,1,historical_backfill
2026-01-03 13:00:00,wazirpur,Wazirpur,227.2,120.8,196.7,44.7,11.0,2.38,31.4,22.3,63.6,3.9,181.9,842.0,0.21,13,5,1,1,1,historical_backfill
2026-01-03 14:00:00,wazirpur,Wazirpur,257.7,132.2,216.0,46.5,12.4,3.63,36.0,20.6,65.3,3.9,194.7,930.0,0.06,14,5,1,1,1,historical_backfill
2026-01-03 15:00:00,wazirpur,Wazirpur,224.6,105.6,184.9,45.4,12.3,2.44,33.0,21.7,56.9,0.5,269.6,1072.0,0.02,15,5,1,1,1,historical_backfill
2026-01-03 16:00:00,wazirpur,Wazirpur,258.2,145.0,210.0,52.4,10.7,2.98,38.4,21.8,66.7,5.6,184.6,1101.0,0.02,16,5,1,1,1,historical_backfill
2026-01-03 17:00:00,wazirpur,Wazirpur,226.8,130.1,178.2,45.0,11.9,2.92,29.6,23.4,48.4,0.5,311.2,833.0,0.19,17,5,1,1,1,historical_backfill
2026-01-03 18:00:00,wazirpur,Wazirpur,280.7,152.6,243.7,48.3,15.5,3.43,34.5,25.2,55.2,4.5,40.5,1061.0,0.06,18,5,1,1,1,historical_backfill
2026-01-03 19:00:00,wazirpur,Wazirpur,233.9,126.3,179.5,46.0,13.8,2.55,40.0,25.5,68.9,3.8,66.7,1140.0,0.08,19,5,1,1,1,historical_backfill
2026-01-03 20:00:00,wazirpur,Wazirpur,264.0,139.3,224.8,49.3,15.5,3.25,38.7,25.3,81.7,0.8,156.5,1131.0,0.07,20,5,1,1,1,historical_backfill
2026-01-03 21:00:00,wazirpur,Wazirpur,303.1,180.7,245.5,58.5,13.2,3.65,27.6,19.5,61.6,3.7,216.2,1254.0,0.05,21,5,1,1,1,historical_backfill
2026-01-03 22:00:00,wazirpur,Wazirpur,238.2,129.2,177.7,45.1,9.4,2.59,30.8,24.2,61.5,5.1,205.9,1242.0,0.04,22,5,1,1,1,historical_backfill
2026-01-03 23:00:00,wazirpur,Wazirpur,227.0,127.0,194.2,30.0,11.3,3.05,34.1,23.6,51.0,0.7,148.0,1377.0,0.05,23,5,1,1,1,historical_backfill
2026-01-04 00:00:00,wazirpur,Wazirpur,233.2,129.4,190.8,38.4,12.3,2.55,19.0,16.2,59.3,5.8,25.6,151.0,0.0,0,6,1,1,1,historical_backfill
2026-01-04 01:00:00,wazirpur,Wazirpur,246.2,121.5,211.8,48.1,13.1,3.15,35.8,16.8,47.5,2.5,175.0,195.0,0.01,1,6,1,1,1,historical_backfill
2026-01-04 02:00:00,wazirpur,Wazirpur,217.3,123.3,194.9,48.3,9.4,2.32,29.5,18.1,74.0,4.3,308.7,349.0,0.12,2,6,1,1,1,historical_backfill
2026-01-04 03:00:00,wazirpur,Wazirpur,229.8,132.6,183.5,48.8,11.0,2.39,29.3,18.0,62.3,3.3,229.3,294.0,0.03,3,6,1,1,1,historical_backfill
2026-01-04 04:00:00,wazirpur,Wazirpur,216.9,134.4,178.8,38.8,8.6,2.6,34.5,19.0,65.8,1.9,8.4,364.0,0.07,4,6,1,1,1,historical_backfill
2026-01-04 05:00:00,wazirpur,Wazirpur,202.2,113.0,174.7,40.9,7.0,1.98,44.0,15.4,64.8,1.7,195.0,514.0,0.03,5,6,1,1,1,historical_backfill
2026-01-04 06:00:00,wazirpur,Wazirpur,225.3,113.8,181.1,40.9,12.3,2.99,22.9,19.5,53.3,3.2,144.6,733.0,0.25,6,6,1,1,1,historical_backfill
2026-01-04 07:00:00,wazirpur,Wazirpur,274.5,140.8,233.0,46.6,10.7,3.37,34.7,23.6,56.8,3.9,285.9,612.0,0.14,7,6,1,1,1,historical_backfill
2026-01-04 08:00:00,wazirpur,Wazirpur,249.9,139.5,225.0,37.7,10.8,3.19,29.2,20.9,41.5,7.6,311.6,573.0,0.2,8,6,1,1,1,historical_backfill
2026-01-04 09:00:00,wazirpur,Wazirpur,287.9,156.7,243.1,56.8,19.1,3.51,46.9,20.2,66.6,5.2,48.4,553.0,0.08,9,6,1,1,1,historical_backfill
2026-01-04 10:00:00,wazirpur,Wazirpur,225.9,120.0,202.3,43.2,12.7,2.84,32.7,22.4,71.6,4.4,220.9,745.0,0.0,10,6,1,1,1,historical_backfill
2026-01-04 11:00:00,wazirpur,Wazirpur,219.3,116.2,187.7,38.8,11.0,2.81,34.4,20.9,74.1,3.5,254.6,589.0,0.01,11,6,1,1,1,historical_backfill
2026-01-04 12:00:00,wazirpur,Wazirpur,223.8,120.9,197.8,32.6,10.9,2.71,37.8,18.3,71.8,2.2,319.9,834.0,0.03,12,6,1,1,1,historical_backfill
2026-01-04 13:00:00,wazirpur,Wazirpur,215.4,124.7,193.2,41.6,11.2,3.0,29.2,22.0,56.7,4.8,178.8,781.0,0.05,13,6,1,1,1,historical_backfill
2026-01-04 14:00:00,wazirpur,Wazirpur,220.7,116.4,187.8,44.5,9.0,2.39,46.9,21.7,56.1,4.6,112.8,851.0,0.08,14,6,1,1,1,historical_backfill
2026-01-04 15:00:00,wazirpur,Wazirpur,236.1,145.7,219.5,35.9,12.8,2.59,37.9,22.6,53.2,5.1,37.9,1012.0,0.0,15,6,1,1,1,historical_backfill
2026-01-04 16:00:00,wazirpur,Wazirpur,258.6,130.7,217.3,39.5,10.1,3.47,31.6,22.0,64.3,2.9,316.9,1210.0,0.01,16,6,1,1,1,historical_backfill
2026-01-04 17:00:00,wazirpur,Wazirpur,254.6,146.5,229.3,39.0,15.8,2.83,36.1,22.8,53.6,1.4,20.9,1054.0,0.02,17,6,1,1,1,historical_backfill
2026-01-04 18:00:00,wazirpur,Wazirpur,251.4,136.5,182.0,49.1,7.8,2.99,35.0,24.5,60.5,6.5,112.3,1122.0,0.07,18,6,1,1,1,historical_backfill
2026-01-04 19:00:00,wazirpur,Wazirpur,265.4,147.5,237.4,44.1,8.9,3.26,41.4,21.0,65.5,4.5,164.9,990.0,0.0,19,6,1,1,1,historical_backfill
2026-01-04 20:00:00,wazirpur,Wazirpur,253.4,133.8,214.9,48.3,12.8,2.98,29.5,22.7,55.9,4.0,281.3,1101.0,0.04,20,6,1,1,1,historical_backfill
2026-01-04 21:00:00,wazirpur,Wazirpur,257.7,148.5,226.7,45.2,12.4,2.54,36.9,25.5,51.8,3.3,344.9,1089.0,0.03,21,6,1,1,1,historical_backfill
2026-01-04 22:00:00,wazirpur,Wazirpur,235.9,147.2,177.8,39.6,11.6,2.77,26.6,25.5,64.6,3.6,93.4,1333.0,0.03,22,6,1,1,1,historical_backfill
